ids,rouge/geometric_mean_seg_0,preds_seg_0,preds_seg_0_tokens,target_text,labels
tr-sq-897,22.5969,The professor thought that the team's current version of the model was not good enough for the,"[   0   37 5812  816   24    8  372   31    7  750  988   13    8  825
   47   59  207  631   21    8]","The professor thought that the team should go back and look at the difference between the smooth and the raw versions. He thought the team was too stuck on intuitions based on only the smooth version. He agreed that not having a smooth version could hurt the model a bit, but the team could potentially learn something that helps the model more.","[   37  5812   816    24     8   372   225   281   223    11   320    44
     8  1750   344     8  3050    11     8  5902  5204     5   216   816
     8   372    47   396  6229    30 26207     7     3   390    30   163
     8  3050   988     5   216  4686    24    59   578     3     9  3050
   988   228  4781     8   825     3     9   720     6    68     8   372
   228  6149   669   424    24  1691     8   825    72     5     1  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100]"
tr-sq-565,7.443,"The group had a lot of fun with the prototype, especially the colour and the shape.","[    0    37   563   141     3     9   418    13   694    28     8 14402
     6   902     8  3243    11     8  2346     5]","According to Project Manager, currently, the new remote controls would cost fourteen point six Euros each. Unfortunately, that was two Euros over the budget. Then the team had a little discussion on how to reduce the cost. Eventually, the cost was reduced to eleven Euros sixty by adjusting two parts of the design. That left them plenty of room to add some other designs to the existing models. The final cost of the new remote controls was set at twelve Euros fifty each.","[ 2150    12  2786  3440     6  1083     6     8   126  4322  7415   133
   583 27137   500  1296  2430     7   284     5  4877     6    24    47
   192  2430     7   147     8  1487     5    37    29     8   372   141
     3     9   385  3071    30   149    12  1428     8   583     5     3
 18167     6     8   583    47  3915    12 20394  2430     7 27757    57
     3 21604   192  1467    13     8   408     5   466   646   135  2500
    13   562    12   617   128   119  2888    12     8  1895  2250     5
    37   804   583    13     8   126  4322  7415    47   356    44 13369
  2430     7 18358   284     5     1]"
tr-sq-1027,12.0285,The remote should be compact with a full screen and a spongy material like,"[    0    37  4322   225    36  6607    28     3     9   423  1641    11
     3     9     3     7 26142    63  1037   114]","The corporate colour and design are recommended to be used on the product. The remote could be in different colours such as pink or banana yellow and shapes such as a fun shape like animal shapes or a comfortable shape that fits the hand but no sharp projections, lest a child plays with it. The idea of buttons with various shapes such as a triangle for volume and square for channels was considered. Everyone agreed that the text on the remote should be clear and the remote should be compact.","[   37  2849  3243    11   408    33  3024    12    36   261    30     8
   556     5    37  4322   228    36    16   315  6548   224    38  5571
    42 13634  4459    11  8803   224    38     3     9   694  2346   114
  2586  8803    42     3     9  1965  2346    24  7307     8   609    68
   150  4816 13440     7     6   110    17     3     9   861  4805    28
    34     5    37   800    13 10634    28   796  8803   224    38     3
     9 19938    21  2908    11  2812    21  6047    47  1702     5  6656
  4686    24     8  1499    30     8  4322   225    36   964    11     8
  4322   225    36  6607     5     1  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100]"
tr-sq-21,14.3989,Hefin David AM questioned about the fee and access plans in the past. Hef,"[    0   216    89    77  1955  5422     3 21360    81     8  2572    11
   592  1390    16     8   657     5   216    89]","To answer Hefin David AM's question, Kirsty Williams AM first stressed that the success of the fee and access plan relied on the understanding of whether an annual basis was an appropriate timescale for a university to be working to, and whether a long period was suitable for the Act. Sometimes it was hard to make a final judgment since the futures of the students were unpredictable but the fee and access plans could always be one of the drivers for some of the improvements. In the meantime, constant efforts had been put into communications with  a range of stakeholders to continue developing legislative proposals to assure the fee.","[  304  1525   216    89    77  1955  5422    31     7   822     6 10976
     7    17    63  6060  5422   166 14718    24     8  1269    13     8
  2572    11   592   515 11455    26    30     8  1705    13   823    46
  2041  1873    47    46  2016    97  6649    21     3     9  3819    12
    36   464    12     6    11   823     3     9   307  1059    47  3255
    21     8  1983     5  3921    34    47   614    12   143     3     9
   804  7661   437     8   647     7    13     8   481   130 24810    68
     8  2572    11   592  1390   228   373    36    80    13     8  3863
    21   128    13     8  6867     5    86     8 16350     6  3917  2231
   141   118   474   139  5030    28     3     9   620    13 10588    12
   916  2421 14751 12152    12  7992     8  2572     5     1]"
tr-sq-824,13.5518,"The team had prepared two versions of the prototype, one with and one without LCD. One with","[    0    37   372   141  2657   192  5204    13     8 14402     6    80
    28    11    80   406 15462     5   555    28]","Industrial Designer and User Interface gave a presentation about two versions of the prototype, one with and one without LCD. As for the one with LCD, users could choose the direction and if they pushed on it, it's considered like an enter function. There was also a button which was like a mouse. This prototype had microphone arrays for the speech recognition system and switch for controlling. The remote control needed rechargeable batteries, but the type and the number of batteries were not sure. This prototype cost fifteen dollars and it was high above the budget. The second prototype was basically the same as the first one. However, it used buttons to navigate and enter. This one cost four dollars. The remote control had different modules for different groups of people. The set might use a material like titanium or lithium. User Interface said that features which cost much could be optional so the price could be flexible. Project Manager said that the cost of the whole second plan was below the budget.","[ 9199 11296    11  6674 25064  1891     3     9  3831    81   192  5204
    13     8 14402     6    80    28    11    80   406 15462     5   282
    21     8    80    28 15462     6  1105   228   854     8  2212    11
     3    99    79     3  9951    30    34     6    34    31     7  1702
   114    46  2058  1681     5   290    47    92     3     9  2218    84
    47   114     3     9  8429     5   100 14402   141 18701  5590     7
    21     8  5023  5786   358    11  3615    21 14498     5    37  4322
   610   906 16489   179  9121     6    68     8   686    11     8   381
    13  9121   130    59   417     5   100 14402   583 17310  3740    11
    34    47   306   756     8  1487     5    37   511 14402    47  6171
     8   337    38     8   166    80     5   611     6    34   261 10634
    12  7939    11  2058     5   100    80   583   662  3740     5    37
  4322   610   141   315 10561    21   315  1637    13   151     5    37
   356   429   169     3     9  1037   114 28663    42 26780     5  6674
 25064   243    24   753    84   583   231   228    36  9042    78     8
   594   228    36  4136     5  2786  3440   243    24     8   583    13
     8   829   511   515    47   666     8  1487     5     1]"
tr-sq-446,10.2517,The remote control would be moulded to the shape of the hand when people held it.,"[    0    37  4322   610   133    36 19094    15    26    12     8  2346
    13     8   609   116   151  1213    34     5]","Industrial Designer introduced the prototype to the team. It included buttons for channel change, power, menu and also had a slider for the volume, an infra-red section and a microphone. The cover was interchangeable with a company logo on it. User Interface added that the holes for the buttons to come through would be plastic, while the cover would be made of rubber. The final product would stand up and could stretch over.","[ 9199 11296  3665     8 14402    12     8   372     5    94  1285 10634
    21  4245   483     6   579     6  2285    11    92   141     3     9
 23676    21     8  2908     6    46    16    89    52     9    18  1271
  1375    11     3     9 18701     5    37  1189    47 24177   179    28
     3     9   349  3554    30    34     5  6674 25064   974    24     8
  8034    21     8 10634    12   369   190   133    36  2343     6   298
     8  1189   133    36   263    13  7859     5    37   804   556   133
  1518    95    11   228  6606   147     5     1  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100]"
tr-gq-727,10.5323,The meeting of the design group was about the final decision of the new remote control. Project Manager,"[   0   37 1338   13    8  408  563   47   81    8  804 1357   13    8
  126 4322  610    5 2786 3440]","This is the third meeting of the design group. Project Manager raised the question left over from the last meeting. That is, what kind of energy source should be used. Industrial Designer preferred a combination of solar cells with a back-up basic battery, but Project Manager rejected and decided to use a long-term battery in light of the production cost. Then Industrial Designer described the advantages and disadvantages of custom-designed chips and chips off the shelf. Due to the significance of technological innovation, the team decided to choose the former. After discussion, the team agreed that they needed buttons for channel change, power, menu and volume, and proposed to add a slide button. In terms of the appearance design, Marketing proposed to follow the fashion and use a spongy material. In order to keep up with the changes in fashion, the team recommended interchangeable covers.","[  100    19     8  1025  1338    13     8   408   563     5  2786  3440
  3279     8   822   646   147    45     8   336  1338     5   466    19
     6   125   773    13   827  1391   225    36   261     5  9199 11296
  6241     3     9  2711    13  3693  2640    28     3     9   223    18
   413  1857  3322     6    68  2786  3440 12967    11  1500    12   169
     3     9   307    18  1987  3322    16   659    13     8   999   583
     5    37    29  9199 11296  3028     8  7648    11 18093     7    13
  1653    18 15281  8852    11  8852   326     8  8625     5  6984    12
     8 11978    13  9974  4337     6     8   372  1500    12   854     8
  1798     5   621  3071     6     8   372  4686    24    79   906 10634
    21  4245   483     6   579     6  2285    11  2908     6    11  4382
    12   617     3     9  9116  2218     5    86  1353    13     8  3179
   408     6  4329  4382    12  1130     8  2934    11   169     3     9
     3     7 26142    63  1037     5    86   455    12   453    95    28
     8  1112    16  2934     6     8   372  3024 24177   179  3792     5
     1]"
tr-sq-1158,74.6359,The most important at that time was the long-term work between health and social care in terms,"[   0   37  167  359   44   24   97   47    8  307   18 1987  161  344
  533   11  569  124   16 1353]",The most important at that time was the long-term work between health and social care in terms of having a much more integrated and joined-up approach for children.,"[  37  167  359   44   24   97   47    8  307   18 1987  161  344  533
   11  569  124   16 1353   13  578    3    9  231   72 4580   11 3311
   18  413 1295   21  502    5    1 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100
 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100 -100]"
tr-gq-579,7.7702,"The whole meeting was about functional design. First of all, User Interface presented on the requirements of","[    0    37   829  1338    47    81  5014   408     5  1485    13    66
     6  6674 25064  2569    30     8  1502    13]","The group had a heated discussion over the functional design and the market positioning of their new product. First, User Interface introduced the basic components of the remote control and the cost of them. When discussing the user interface design, the group agreed that the product should be good-looking and branded with their company logo. Industrial Designer thought they should keep the functions simple and basic and aimed at the exterior design. Then, the group talked much about the teletext and whether the controller should be only for TV. When it came to the market positioning, the opinion of User Interface differed from Marketing's - the former tended to keep it simple but the latter thought there should be something special about the product to make it exclusive.","[   37   563   141     3     9 12448  3071   147     8  5014   408    11
     8   512 18938    13    70   126   556     5  1485     6  6674 25064
  3665     8  1857  3379    13     8  4322   610    11     8   583    13
   135     5   366 12104     8  1139  3459   408     6     8   563  4686
    24     8   556   225    36   207    18 10119    11     3 16108    28
    70   349  3554     5  9199 11296   816    79   225   453     8  3621
   650    11  1857    11     3  8287    44     8  5942   408     5    37
    29     6     8   563  6812   231    81     8     3  1931  6327    11
   823     8  8612   225    36   163    21  1424     5   366    34   764
    12     8   512 18938     6     8  3474    13  6674 25064  7641    15
    26    45  4329    31     7     3    18     8  1798     3 15443    12
   453    34   650    68     8  7722   816   132   225    36   424   534
    81     8   556    12   143    34  3839     5     1]"
tr-sq-52,13.297,Project Manager first introduced the idea of a multifunctional remote control. Based on the research results,"[    0  2786  3440   166  3665     8   800    13     3     9  1249 21601
  4322   610     5  6719    30     8   585   772]","Project Manager first announced that their product was only going to be a TV remote instead of a multifunctional one, and that the yellow colour and the slogan of their company should be included in their design. Their target group should be people of all ages with little to no technical literacy. The specific functions of their remote should include sending messages to the TV, lost-and-found assistance, and speech recognition. A menu button could be designed to cover all various additional functions.","[ 2786  3440   166  2162    24    70   556    47   163   352    12    36
     3     9  1424  4322  1446    13     3     9  1249 21601    80     6
    11    24     8  4459  3243    11     8 22031    13    70   349   225
    36  1285    16    70   408     5  2940  2387   563   225    36   151
    13    66     3  2568    28   385    12   150  2268 18298     5    37
   806  3621    13    70  4322   225   560  5657  4175    12     8  1424
     6  1513    18   232    18 19732  2927     6    11  5023  5786     5
    71  2285  2218   228    36   876    12  1189    66   796  1151  3621
     5     1  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100]"
tr-sq-852,19.842,The team decided to keep the curve because they thought it was more convenient to have it in the,"[   0   37  372 1500   12  453    8 8435  250   79  816   34   47   72
 4979   12   43   34   16    8]","Industrial Designer proposed to give up the curve, but other people argued that the remote control would turn into something ordinary and be a straightforward remote control. Project Manager thought it would be a good idea to separate their product from the rest of the remote control world. Therefore, they decided to keep the curve.","[ 9199 11296  4382    12   428    95     8  8435     6    68   119   151
     3 15585    24     8  4322   610   133   919   139   424  9495    11
    36     3     9 11753  4322   610     5  2786  3440   816    34   133
    36     3     9   207   800    12  2450    70   556    45     8   880
    13     8  4322   610   296     5  4063     6    79  1500    12   453
     8  8435     5     1  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100]"
tr-gq-277,5.7389,"The whole meeting was about the financial target of the project. Firstly, the team decided to","[    0    37   829  1338    47    81     8   981  2387    13     8   516
     5     3 23559     6     8   372  1500    12]","The meeting began with the harsh budget problem that the group had to cut down something of the current conceptual remote control, otherwise they would be unable to handle the cost. They talked about reducing the buttons, integrating functions, or using cheaper materials. After the discussion, the Marketing offered a questionnaire for the group to check if they were on the right track. Through the questionnaire, they found that it would be better if they paid more attention to the external design so the Industrial Design embellished the current design on the color and logo. As the last thing left to the meeting, the group reviewed their cooperation and got a general plan of their coming group presentation.","[   37  1338  1553    28     8 11955  1487   682    24     8   563   141
    12  1340   323   424    13     8   750 17428  4322   610     6  2904
    79   133    36     3  6319    12  2174     8   583     5   328  6812
    81     3  5503     8 10634     6     3 20030  3621     6    42   338
  8139  1397     5   621     8  3071     6     8  4329  1860     3     9
 19144    21     8   563    12   691     3    99    79   130    30     8
   269  1463     5  4582     8 19144     6    79   435    24    34   133
    36   394     3    99    79  1866    72  1388    12     8  3866   408
    78     8  9199  1642 29018    15    26     8   750   408    30     8
   945    11  3554     5   282     8   336   589   646    12     8  1338
     6     8   563  9112    70  8494    11   530     3     9   879   515
    13    70  1107   563  3831     5     1]"
tr-sq-841,7.1736,"The team agreed that the product would be priced at 25 Euros, and the production cost would","[    0    37   372  4686    24     8   556   133    36 10565    44   944
  2430     7     6    11     8   999   583   133]","Firstly, the team agreed that only one battery is enough and using kinetic was not a must since it would be too expensive and useless. Secondly, one chip was enough and they were going to choose one from different types of regular chips. However, as the team found out they could incorporate more valuable components, the team decided to use one advanced chip for now. In terms of the material used on the device, the team decided to use a combination of rubber and plastic with one small part used in one special materia, like titanium, as well as a special color. Moreover, the teletext was discarded and the docking station was added. As for the infrared LED, although it was originally presented on Marketing's powerpoint, the team agreed that it was not helpful. Later, the team found that regular chips were enough for the scroll-button and only the LCD display required the advanced ones, so again the team came back for the regular chip and cut some costs. In the end, the team incorporated solar cells for the battery.","[    3 23559     6     8   372  4686    24   163    80  3322    19   631
    11   338     3 27268    47    59     3     9   398   437    34   133
    36   396  2881    11 19930     5     3 23531     6    80  6591    47
   631    11    79   130   352    12   854    80    45   315  1308    13
  1646  8852     5   611     6    38     8   372   435    91    79   228
  6300    72  3435  3379     6     8   372  1500    12   169    80  2496
  6591    21   230     5    86  1353    13     8  1037   261    30     8
  1407     6     8   372  1500    12   169     3     9  2711    13  7859
    11  2343    28    80   422   294   261    16    80   534 16457     9
     6   114 28663     6    38   168    38     3     9   534   945     5
     3  7371     6     8     3  1931  6327    47     3 29611    11     8
 12908    53  2478    47   974     5   282    21     8    16    89 11096
    26  4429     6  2199    34    47  5330  2569    30  4329    31     7
   579  2700     6     8   372  4686    24    34    47    59  2690     5
 10511     6     8   372   435    24  1646  8852   130   631    21     8
 11930    18   115 12499    11   163     8 15462  1831   831     8  2496
  2102     6    78   541     8   372   764   223    21     8  1646  6591
    11  1340   128  1358     5    86     8   414     6     8   372     3
 10975  3693  2640    21     8  3322     5     1]"
tr-sq-1230,13.5691,"According to Kirsty, they were not aware of any specific schools that were not meeting","[    0  2150    12 10976     7    17    63     6    79   130    59  2718
    13   136   806  2061    24   130    59  1338]","According to Kirsty and Huw, the real question was how was it that they didn't identify those schools. Since these schools were not being identified early enough, there was a need to do something urgently about these concerns, particularly in secondary schools. Even though they had identified them as needing that extra help, they were not moving at pace away from that system. In Steve's opinion, the importance lied on ""What about the schools that are sliding in that direction?"" And it brought together what they knew from Estyn, but also, local authorities had knowledge of their schools, and so did consortia. They had got to be better at bringing those together.","[ 2150    12 10976     7    17    63    11  3455   210     6     8   490
   822    47   149    47    34    24    79   737    31    17  2862   273
  2061     5  1541   175  2061   130    59   271  4313   778   631     6
   132    47     3     9   174    12   103   424 10839   120    81   175
  3315     6  1989    16  6980  2061     5  1441   713    79   141  4313
   135    38   174    53    24   996   199     6    79   130    59  1735
    44  4974   550    45    24   358     5    86  5659    31     7  3474
     6     8  3172     3 15310    30    96  5680    81     8  2061    24
    33 13441    16    24  2212  4609   275    34  1940   544   125    79
  2124    45  7545    63    29     6    68    92     6   415  5779   141
  1103    13    70  2061     6    11    78   410   975  9309    23     9
     5   328   141   530    12    36   394    44     3  3770   273   544
     5     1  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100]"
tr-sq-1252,18.3732,"When it came to reducing the rent for those individual business, Bob Saroya believed that","[   0  366   34  764   12    3 5503    8 3170   21  273  928  268    6
 5762 1138 8170    9 6141   24]","The government said that they had carried out a plan of reducing the rent for those individual business to go through the harsh time of the pandemic, however, as Bob Saroya pointed out, not so many people were willing to accept the little fund from the government, which made the plan not effective at all. Mona Fortier, in response to him, promised to follow up and monitor those businessmen and lords, as well as pay more attention to their CMHC support program.","[   37   789   243    24    79   141  4006    91     3     9   515    13
     3  5503     8  3170    21   273   928   268    12   281   190     8
 11955    97    13     8  2131   221  3113     6   983     6    38  5762
  1138  8170     9  8744    91     6    59    78   186   151   130  4403
    12  1845     8   385  3069    45     8   789     6    84   263     8
   515    59  1231    44    66     5  2963     9   242  3276     6    16
  1773    12   376     6 11130    12  1130    95    11  3393   273   268
   904    11     3   322    26     7     6    38   168    38   726    72
  1388    12    70     3  5518  8095   380   478     5     1]"
tr-sq-10,13.2552,The remote control would be able to be double-curved with an LCD screen and would be,"[    0    37  4322   610   133    36     3   179    12    36  1486    18
 21870    28    46 15462  1641    11   133    36]","User Interface told the team that the corporate had decided to incorporate a voice recognition chip into the remote control so that the team had to invent another method for users to locate the remote control once it got lost in a room. The team decided to make the remote control a special colour. Meanwhile, the remote control would be able to camouflage in the living room. Project Manager further proposed that the team could also make the remote control glow in the dark.","[ 6674 25064  1219     8   372    24     8  2849   141  1500    12  6300
     3     9  2249  5786  6591   139     8  4322   610    78    24     8
   372   141    12    16  2169   430  1573    21  1105    12  9586     8
  4322   610   728    34   530  1513    16     3     9   562     5    37
   372  1500    12   143     8  4322   610     3     9   534  3243     5
  7940     6     8  4322   610   133    36     3   179    12  5511  1063
    89  4855    16     8   840   562     5  2786  3440   856  4382    24
     8   372   228    92   143     8  4322   610 16507    16     8  2164
     5     1  -100  -100  -100  -100  -100  -100  -100  -100]"
tr-sq-138,8.1281,"According to Kirsty Williams, the government had committed a total of £8 million","[    0  2150    12 10976     7    17    63  6060     6     8   789   141
  3454     3     9   792    13  3996   927   770]","The group mentioned that Wales government had promised a multi-annual commitment that it would help the Wales universities to get through the transition period and operate well with enough funding. However, some of the members thought that they could not always rely on the government and should have a budget plan for themselves. For fear that they might only receive the governmental funding for those apprentices, the group agreed to keep the apprenticeship firmly, even if some areas like England had abandoned it.","[   37   563  2799    24 10256   789   141 11130     3     9  1249    18
 30627  3148    24    34   133   199     8 10256  8278    12   129   190
     8  3508  1059    11  4368   168    28   631  3135     5   611     6
   128    13     8   724   816    24    79   228    59   373     3  4610
    30     8   789    11   225    43     3     9  1487   515    21  1452
     5   242  2971    24    79   429   163   911     8     3 18984  3135
    21   273 29255     7     6     8   563  4686    12   453     8 28489
     3 16804     6   237     3    99   128   844   114  2789   141 13876
    34     5     1]"
tr-sq-354,31.1389,The professor thought that the model was not doing very well because of the latency. He thought,"[    0    37  5812   816    24     8   825    47    59   692   182   168
   250    13     8  1480 11298     5   216   816]",The professor thought that the results in the experiment without silence detection were okay as well. He thought some sort of weighted measure between other features should result in good performance.,"[   37  5812   816    24     8   772    16     8  5016   406 10844 10664
   130  8957    38   168     5   216   816   128  1843    13  1293    15
    26  3613   344   119   753   225   741    16   207   821     5     1
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100]"
tr-sq-775,22.0412,Andrew Clark thought the inconsistency was mainly down to the fact that the universities had,"[   0 5954 8265  816    8   16 8056  343 4392   47    3 4894  323   12
    8  685   24    8 8278  141]","Andrew Clark thought the inconsistency reflected the different ways that universities treat the skill challenge certificates and the baccalaureate, whose prime focus was individual ability. He added that the universities' attitudes had changed significantly since there was a graded qualification, for even those who did not make the baccalaureate part of their offer considered it a valuable sign that young people were prepared to go to university.","[ 5954  8265   816     8    16  8056   343  4392     3 12999     8   315
  1155    24  8278  2665     8  4359  1921 16999    11     8     3  9305
  1489     9  1462   342     6     3  2544  3427   992    47   928  1418
     5   216   974    24     8  8278    31 18537   141  2130  4019   437
   132    47     3     9  2769    26 15513     6    21   237   273   113
   410    59   143     8     3  9305  1489     9  1462   342   294    13
    70   462  1702    34     3     9  3435  1320    24  1021   151   130
  2657    12   281    12  3819     5     1  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100]"
tr-gq-501,17.8145,"This meeting was about the functional design of the remote control. First, User Interface introduced the functional","[    0   100  1338    47    81     8  5014   408    13     8  4322   610
     5  1485     6  6674 25064  3665     8  5014]","This meeting was about the functional design of the remote control. Firstly, User Interface presented on the technical function design. For the previous remote, User Interface found it was clunky but the functions were basic, or the remote was too complicated with lots of buttons. Based on this, User Interface demonstrated two kinds of buttons access to advanced functions. Next, Marketing presented on market trends and proposed three inspirations including the fancy look and technology innovation based on the customer needs. Then, Industrial Designer presented on the working design and introduced the working design logic of the battery and power source. Lastly, the group discussed the remote functions. They decided to have fifteen to thirty-five-year-old target groups as well as to have video controls map to advanced functionality so that they could skip the basic channel button.","[  100  1338    47    81     8  5014   408    13     8  4322   610     5
     3 23559     6  6674 25064  2569    30     8  2268  1681   408     5
   242     8  1767  4322     6  6674 25064   435    34    47     3 10562
    29  3781    68     8  3621   130  1857     6    42     8  4322    47
   396  6446    28  1995    13 10634     5  6719    30    48     6  6674
 25064  9028   192  4217    13 10634   592    12  2496  3621     5  3021
     6  4329  2569    30   512  5001    11  4382   386  3773     7   379
     8 11125   320    11   748  4337     3   390    30     8   884   523
     5    37    29     6  9199 11296  2569    30     8   464   408    11
  3665     8   464   408  9769    13     8  3322    11   579  1391     5
     3 19807     6     8   563  5172     8  4322  3621     5   328  1500
    12    43 17310    12 12010    18 16443    18  1201    18  1490  2387
  1637    38   168    38    12    43   671  7415  2828    12  2496  6730
    78    24    79   228 11202     8  1857  4245  2218     5     1]"
tr-sq-806,18.9138,"The team thought that the remote control should be simple, but the function it would provide was to","[   0   37  372  816   24    8 4322  610  225   36  650    6   68    8
 1681   34  133  370   47   12]","Marketing suggested that they could develop the remote control into a hand held mini laptop, so that it could control all sorts of appliances. But at the end of the meeting, they made the decision that the new remote control would not be a multi-functional one, and it would only be designed for television.","[ 4329  5259    24    79   228  1344     8  4322   610   139     3     9
   609  1213  3016  4544     6    78    24    34   228   610    66 10549
    13  9403     5   299    44     8   414    13     8  1338     6    79
   263     8  1357    24     8   126  4322   610   133    59    36     3
     9  1249    18 21601    80     6    11    34   133   163    36   876
    21  4390     5     1]"
tr-sq-873,34.8957,The team decided that the remote control would be made with speech recogniser. It would be ,"[    0    37   372  1500    24     8  4322   610   133    36   263    28
  5023 16236    52     5    94   133    36     3]",The team would design a speech recogniser in the remote control to help choose the program. It would be small. They would balance the features and the cost when designing it.,"[   37   372   133   408     3     9  5023 16236    52    16     8  4322
   610    12   199   854     8   478     5    94   133    36   422     5
   328   133  2109     8   753    11     8   583   116  8296    34     5
     1  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100]"
tr-sq-197,50.6595,The user interface thought that the basic design of the remote control should cater to the needs of different,"[    0    37  1139  3459   816    24     8  1857   408    13     8  4322
   610   225 11226    12     8   523    13   315]","As TV was becoming central in most homes, the user interface thought that the design of the remote control should cater to the needs of different kinds of customers, even including that of the disabled people. Besides, the industrial manager thought that lightness is another essential feature of the design.","[  282  1424    47  2852  2069    16   167  2503     6     8  1139  3459
   816    24     8   408    13     8  4322   610   225 11226    12     8
   523    13   315  4217    13   722     6   237   379    24    13     8
 10860   151     5     3  8500     6     8  2913  2743   816    24   659
   655    19   430  1832  1451    13     8   408     5     1]"
tr-sq-859,0.0,The DAT team thought that their equipment was good because it was cheap. The labelling was,"[   0   37  309 5767  372  816   24   70 1277   47  207  250   34   47
 2877    5   37 3783  697   47]",Santa Barbara had released a corpus recently that had many styles of speech. The project used DAT recorders and had a lot of far field recordings. The recording in general were very clean.,"[ 4625 13163   141  1883     3     9 11736   302  1310    24   141   186
  4634    13  5023     5    37   516   261   309  5767  1368   277    11
   141     3     9   418    13   623  1057 18338     5    37  5592    16
   879   130   182  1349     5     1  -100  -100  -100  -100  -100  -100
  -100  -100  -100  -100  -100  -100  -100  -100  -100  -100]"
