ids,pred_seg_0,labels_seg_0
343_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
251_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
290_nda-15,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
198_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
394_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
495_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
545_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
370_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
264_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
516_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
397_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
583_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
567_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
108_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
273_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
302_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
500_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
150_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
373_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
136_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
284_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
356_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
436_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
171_nda-20,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
588_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
423_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
199_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
255_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
415_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
93_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
339_nda-5,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
92_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
492_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
608_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
407_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
492_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
418_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
385_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
481_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
86_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
297_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
581_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
554_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
294_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
136_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
599_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
531_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
503_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
318_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
297_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
369_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
115_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
475_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
448_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
607_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
423_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
449_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
98_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
287_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
286_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
309_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
243_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
615_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
367_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
312_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
576_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
377_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
504_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
551_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
312_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
616_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
179_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
442_nda-19,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
489_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
527_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
505_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
254_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
173_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
622_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
571_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
274_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
541_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
343_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
597_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
615_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
609_nda-19,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
91_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
322_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
299_nda-5,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
390_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
208_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
115_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
86_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
283_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
121_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
147_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
519_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
86_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
593_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
137_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
534_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
155_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
436_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
572_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
364_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
410_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
122_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
548_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
316_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
226_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
607_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
438_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
179_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
462_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
121_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
119_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
457_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
220_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
295_nda-7,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
373_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
315_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
554_nda-20,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
110_nda-15,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
587_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
109_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
254_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
203_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
300_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
577_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
421_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
441_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
483_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
370_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
483_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
315_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
189_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
278_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
445_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
613_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
241_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
242_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
489_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
226_nda-2,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
131_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
337_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
461_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
608_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
211_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
113_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
621_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
105_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
515_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
332_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
155_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
156_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
579_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
248_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
518_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
524_nda-15,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
475_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
519_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
203_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
341_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
331_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
204_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
179_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
618_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
467_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
513_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
418_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
341_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
256_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
345_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
426_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
169_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
340_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
377_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
186_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
272_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
613_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
624_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
123_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
462_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
359_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
407_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
371_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
320_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
520_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
171_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
237_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
466_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
343_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
156_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
525_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
369_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
199_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
570_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
244_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
337_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
574_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
189_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
247_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
419_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
490_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
574_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
285_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
189_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
327_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
372_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
124_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
234_nda-5,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
426_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
277_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
431_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
237_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
588_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
370_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
312_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
294_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
91_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
271_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
522_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
527_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
173_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
187_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
125_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
196_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
118_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
427_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
502_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
239_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
589_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
130_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
344_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
490_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
123_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
504_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
236_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
368_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
450_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
373_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
98_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
280_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
545_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
509_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
463_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
161_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
545_nda-20,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
291_nda-19,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
330_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
286_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
385_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
263_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
574_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
244_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
269_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
541_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
178_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
155_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
474_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
487_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
351_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
502_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
327_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
378_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
458_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
583_nda-15,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
125_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
251_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
281_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
133_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
567_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
402_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
215_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
206_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
350_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
253_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
302_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
245_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
529_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
581_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
421_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
330_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
144_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
467_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
359_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
198_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
355_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
351_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
473_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
447_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
224_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
87_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
287_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
518_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
178_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
291_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
571_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
380_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
396_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
477_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
516_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
132_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
426_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
230_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
120_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
460_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
384_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
317_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
448_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
536_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
485_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
192_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
587_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
536_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
420_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
252_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
277_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
199_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
150_nda-4,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
231_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
133_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
397_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
290_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
306_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
380_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
223_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
191_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
561_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
607_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
168_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
145_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
529_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
169_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
106_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
578_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
580_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
538_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
481_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
442_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
365_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
594_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
189_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
367_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
176_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
410_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
593_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
114_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
269_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
524_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
214_nda-7,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
535_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
268_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
120_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
428_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
141_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
100_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
268_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
275_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
167_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
494_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
241_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
