ids,pred_seg,labels_seg
94_nda-11,2,2
164_nda-13,1,1
118_nda-7,0,0
114_nda-4,1,1
366_nda-8,1,1
342_nda-3,1,2
525_nda-15,1,1
548_nda-20,0,0
494_nda-17,2,2
347_nda-18,2,2
186_nda-15,1,1
463_nda-15,1,1
110_nda-16,2,2
273_nda-16,1,2
416_nda-12,1,1
525_nda-20,1,1
566_nda-16,1,2
276_nda-10,2,2
189_nda-13,1,1
559_nda-5,2,2
143_nda-15,1,1
119_nda-7,0,0
490_nda-3,1,1
447_nda-3,1,2
368_nda-12,1,1
306_nda-10,2,2
356_nda-18,2,2
461_nda-15,2,2
34_nda-13,1,1
409_nda-20,0,0
487_nda-12,1,1
274_nda-17,1,0
236_nda-1,0,1
353_nda-12,1,2
188_nda-12,2,1
313_nda-8,2,2
240_nda-2,0,0
158_nda-15,1,1
271_nda-8,2,2
570_nda-12,1,2
96_nda-13,1,2
568_nda-2,0,2
495_nda-3,1,1
170_nda-7,0,2
141_nda-20,2,2
203_nda-7,2,2
219_nda-5,1,1
243_nda-2,0,0
603_nda-7,0,1
337_nda-15,1,1
448_nda-1,0,1
237_nda-5,1,1
425_nda-2,0,0
538_nda-13,1,1
204_nda-20,0,0
238_nda-4,1,1
114_nda-5,1,2
373_nda-15,1,1
286_nda-4,1,1
106_nda-12,1,1
231_nda-12,1,1
279_nda-5,2,2
621_nda-2,0,0
365_nda-5,1,1
468_nda-18,2,2
194_nda-12,1,1
196_nda-7,1,1
474_nda-17,2,2
230_nda-19,2,2
313_nda-4,1,1
463_nda-20,1,1
394_nda-4,1,1
561_nda-15,1,1
577_nda-3,1,1
160_nda-16,1,2
434_nda-4,1,1
516_nda-4,1,1
272_nda-20,0,2
369_nda-12,1,1
156_nda-20,0,2
484_nda-5,2,2
100_nda-2,0,0
167_nda-5,2,2
156_nda-10,2,1
516_nda-18,1,1
509_nda-12,1,1
260_nda-12,1,1
622_nda-20,0,2
487_nda-13,1,1
530_nda-17,2,1
236_nda-10,2,2
169_nda-4,1,1
593_nda-20,1,1
217_nda-3,2,2
534_nda-20,1,0
139_nda-12,2,2
454_nda-7,0,0
197_nda-12,1,1
261_nda-7,1,1
258_nda-13,1,1
166_nda-4,1,1
604_nda-11,2,1
114_nda-13,1,1
576_nda-12,1,1
364_nda-15,1,1
245_nda-17,1,1
613_nda-3,2,2
334_nda-17,2,1
358_nda-13,1,1
340_nda-16,2,1
102_nda-10,2,2
139_nda-17,2,2
300_nda-15,1,1
623_nda-20,0,2
254_nda-17,2,2
158_nda-5,1,1
238_nda-10,2,2
192_nda-15,1,1
442_nda-10,2,2
338_nda-1,2,2
88_nda-15,1,1
199_nda-3,1,1
331_nda-10,2,2
382_nda-15,1,2
150_nda-5,1,1
222_nda-5,1,1
273_nda-15,1,1
576_nda-16,1,1
339_nda-20,2,2
149_nda-10,2,2
311_nda-15,1,1
324_nda-19,1,1
516_nda-5,1,1
385_nda-16,2,2
116_nda-13,1,1
370_nda-8,1,1
487_nda-1,2,2
317_nda-19,1,1
268_nda-19,1,1
243_nda-8,1,1
131_nda-17,2,2
191_nda-4,1,2
450_nda-12,2,2
467_nda-7,0,0
453_nda-5,1,1
516_nda-20,1,1
270_nda-11,2,2
158_nda-10,2,1
108_nda-7,0,0
281_nda-17,2,2
287_nda-2,0,0
195_nda-20,0,1
612_nda-13,2,2
119_nda-3,1,1
86_nda-13,1,1
330_nda-16,2,1
487_nda-16,1,2
477_nda-19,1,1
349_nda-13,1,1
609_nda-19,1,2
554_nda-17,2,2
410_nda-2,0,0
273_nda-17,2,2
386_nda-13,2,2
101_nda-11,2,1
116_nda-17,2,2
118_nda-3,2,2
257_nda-19,1,1
243_nda-4,1,1
265_nda-12,2,2
594_nda-4,1,1
377_nda-2,0,0
272_nda-3,1,1
396_nda-7,0,0
144_nda-16,1,1
388_nda-1,2,2
163_nda-5,1,1
130_nda-7,1,1
243_nda-20,1,1
332_nda-4,1,1
195_nda-13,1,1
95_nda-2,0,0
402_nda-10,2,2
323_nda-10,1,1
530_nda-7,1,1
331_nda-15,1,1
88_nda-11,2,2
118_nda-16,1,2
593_nda-10,1,1
393_nda-15,1,1
154_nda-20,0,2
169_nda-20,0,1
198_nda-17,2,2
206_nda-4,1,1
220_nda-12,1,1
428_nda-12,1,2
517_nda-3,1,1
348_nda-13,1,1
372_nda-18,2,2
198_nda-13,1,1
391_nda-2,0,0
371_nda-13,1,1
267_nda-16,1,2
541_nda-20,0,0
150_nda-4,1,2
236_nda-13,1,1
503_nda-18,1,1
579_nda-18,1,1
450_nda-16,1,2
142_nda-17,1,1
242_nda-19,1,1
380_nda-5,0,0
536_nda-11,1,1
143_nda-8,2,1
515_nda-8,2,2
454_nda-17,2,2
454_nda-13,1,2
404_nda-16,1,1
430_nda-2,0,0
362_nda-16,1,2
513_nda-15,1,1
201_nda-3,1,2
380_nda-7,0,0
141_nda-18,2,2
581_nda-2,0,0
282_nda-11,2,2
288_nda-5,1,1
88_nda-13,1,1
615_nda-2,0,0
624_nda-7,1,1
294_nda-18,2,2
502_nda-7,0,1
308_nda-3,1,1
371_nda-7,1,1
525_nda-3,1,2
145_nda-3,1,1
160_nda-18,2,2
158_nda-16,1,1
327_nda-10,2,1
208_nda-18,2,2
404_nda-20,0,0
151_nda-16,1,2
473_nda-7,0,0
172_nda-17,2,0
517_nda-11,2,2
404_nda-1,2,0
556_nda-20,1,1
335_nda-7,0,0
115_nda-19,1,1
283_nda-17,2,1
245_nda-3,1,1
244_nda-13,1,1
275_nda-7,0,2
194_nda-8,1,1
229_nda-12,2,2
299_nda-16,1,1
568_nda-20,2,2
119_nda-15,1,2
285_nda-12,2,2
394_nda-11,2,2
340_nda-5,1,1
304_nda-3,1,1
312_nda-4,1,1
125_nda-2,0,0
363_nda-3,1,2
441_nda-18,2,2
484_nda-10,2,2
133_nda-12,1,1
295_nda-18,2,2
118_nda-18,2,1
116_nda-11,2,2
340_nda-7,1,1
231_nda-20,0,0
366_nda-16,1,2
339_nda-1,2,2
449_nda-5,2,2
394_nda-10,2,2
294_nda-3,1,1
243_nda-15,1,1
571_nda-20,1,1
248_nda-8,1,1
110_nda-4,2,2
197_nda-20,0,1
189_nda-20,0,0
161_nda-12,1,1
188_nda-16,1,1
242_nda-3,1,2
576_nda-7,1,1
204_nda-4,1,1
279_nda-17,2,0
224_nda-11,2,2
481_nda-8,2,2
512_nda-19,1,1
300_nda-17,2,2
241_nda-3,2,2
171_nda-18,2,2
459_nda-7,0,2
272_nda-19,1,1
215_nda-13,1,2
160_nda-2,0,0
110_nda-11,2,2
179_nda-20,0,0
250_nda-11,2,2
302_nda-10,2,2
223_nda-20,1,1
171_nda-1,1,1
224_nda-1,0,0
280_nda-7,1,1
410_nda-19,1,2
366_nda-12,1,1
550_nda-10,1,1
622_nda-2,0,0
96_nda-1,2,1
588_nda-8,1,1
291_nda-20,0,0
259_nda-3,2,2
559_nda-16,2,2
164_nda-5,1,1
242_nda-2,0,2
436_nda-20,0,0
423_nda-20,0,0
557_nda-10,2,2
150_nda-20,1,1
557_nda-1,2,2
219_nda-16,1,0
380_nda-15,1,2
473_nda-4,1,1
483_nda-4,1,1
360_nda-7,1,0
409_nda-13,1,1
114_nda-20,0,1
622_nda-19,1,1
222_nda-18,2,2
229_nda-20,2,2
135_nda-10,2,2
174_nda-20,0,0
550_nda-16,2,1
618_nda-1,2,2
570_nda-8,1,1
305_nda-11,2,2
573_nda-12,1,1
608_nda-20,0,0
206_nda-10,2,2
557_nda-13,1,1
602_nda-8,1,1
214_nda-12,2,2
101_nda-3,1,1
326_nda-8,1,1
267_nda-2,0,0
271_nda-1,2,2
487_nda-19,1,1
454_nda-1,2,2
621_nda-19,1,1
219_nda-7,1,0
431_nda-19,1,1
423_nda-4,1,1
257_nda-11,2,2
382_nda-19,1,2
422_nda-2,0,0
403_nda-8,1,2
541_nda-7,1,1
101_nda-16,1,2
272_nda-11,2,2
104_nda-20,0,0
344_nda-13,1,1
593_nda-17,2,2
121_nda-10,2,2
186_nda-10,2,2
302_nda-1,2,2
96_nda-5,1,2
249_nda-11,2,2
459_nda-17,2,2
115_nda-7,1,1
242_nda-10,2,2
271_nda-4,1,1
329_nda-20,1,1
198_nda-5,1,1
536_nda-12,1,1
407_nda-12,1,2
192_nda-13,1,1
477_nda-4,1,0
135_nda-19,1,0
404_nda-7,0,1
467_nda-8,1,1
427_nda-2,0,0
290_nda-16,2,2
365_nda-13,1,1
202_nda-2,0,0
562_nda-4,1,1
386_nda-11,2,2
394_nda-17,2,2
137_nda-2,0,0
302_nda-18,2,2
163_nda-15,1,1
397_nda-7,0,2
229_nda-10,2,1
136_nda-19,1,1
114_nda-3,1,2
113_nda-10,2,1
574_nda-10,1,1
621_nda-15,1,1
275_nda-18,2,2
136_nda-2,0,0
473_nda-12,1,1
441_nda-2,0,2
424_nda-4,2,2
274_nda-1,1,1
327_nda-11,2,2
254_nda-15,1,1
122_nda-18,2,2
534_nda-3,1,1
393_nda-3,1,1
161_nda-20,1,1
554_nda-19,1,1
326_nda-1,0,0
420_nda-1,2,0
306_nda-20,1,1
257_nda-8,2,2
512_nda-20,0,0
259_nda-18,2,2
541_nda-10,1,2
309_nda-15,1,1
171_nda-19,1,1
135_nda-15,1,1
421_nda-20,0,2
559_nda-12,2,2
259_nda-20,2,2
114_nda-15,1,1
562_nda-1,2,0
270_nda-15,1,1
353_nda-10,2,1
171_nda-15,1,1
168_nda-13,1,1
288_nda-17,2,0
369_nda-4,1,1
509_nda-7,1,1
513_nda-1,1,1
287_nda-10,2,2
614_nda-10,1,1
516_nda-3,1,2
109_nda-17,2,2
443_nda-4,2,2
226_nda-12,1,1
327_nda-7,1,1
139_nda-5,2,2
216_nda-5,1,1
490_nda-10,2,2
287_nda-1,0,0
263_nda-12,1,2
244_nda-19,1,2
609_nda-3,1,1
554_nda-8,1,2
522_nda-13,1,1
344_nda-10,1,1
346_nda-3,1,1
112_nda-1,2,2
420_nda-8,1,2
534_nda-19,1,1
603_nda-15,1,1
248_nda-3,1,1
202_nda-3,1,1
500_nda-18,2,2
120_nda-17,2,2
522_nda-7,1,1
383_nda-18,2,1
396_nda-19,1,1
116_nda-3,2,2
111_nda-10,2,1
550_nda-2,0,2
143_nda-10,2,2
369_nda-18,2,2
436_nda-17,2,2
89_nda-12,2,2
271_nda-12,2,2
457_nda-20,2,2
376_nda-2,0,0
220_nda-17,2,2
458_nda-12,2,2
454_nda-5,1,1
87_nda-11,2,2
566_nda-20,1,1
267_nda-15,1,1
191_nda-8,1,1
156_nda-5,1,1
553_nda-2,0,0
260_nda-4,1,1
473_nda-16,1,2
492_nda-5,1,2
300_nda-12,1,2
242_nda-18,2,2
475_nda-8,1,1
485_nda-10,1,1
128_nda-4,1,1
290_nda-18,2,2
397_nda-11,2,2
221_nda-18,2,2
286_nda-20,0,1
501_nda-17,2,2
338_nda-10,2,2
382_nda-5,1,1
428_nda-10,1,1
468_nda-20,0,2
567_nda-17,2,0
490_nda-18,2,2
136_nda-16,1,2
390_nda-15,1,2
382_nda-1,2,2
525_nda-7,1,1
545_nda-5,2,2
268_nda-4,1,1
188_nda-13,1,2
623_nda-19,1,2
517_nda-2,0,0
589_nda-16,1,1
442_nda-11,2,2
391_nda-19,2,2
217_nda-8,1,1
477_nda-17,1,1
318_nda-12,1,1
202_nda-18,2,2
609_nda-16,2,2
350_nda-2,0,0
559_nda-8,2,2
460_nda-5,1,1
179_nda-18,2,2
345_nda-18,1,1
594_nda-17,2,1
366_nda-10,2,1
370_nda-10,1,1
111_nda-17,1,1
399_nda-18,1,1
93_nda-8,2,2
396_nda-16,1,2
300_nda-18,2,2
612_nda-1,2,2
376_nda-4,1,1
568_nda-18,2,2
287_nda-16,1,2
325_nda-20,0,0
195_nda-7,0,2
94_nda-8,1,1
519_nda-1,2,2
183_nda-11,2,2
156_nda-2,0,0
312_nda-16,2,2
525_nda-18,1,1
410_nda-8,1,1
614_nda-1,0,2
319_nda-16,1,2
302_nda-16,2,2
133_nda-5,1,1
579_nda-17,2,2
404_nda-10,1,1
364_nda-1,2,0
520_nda-16,2,2
258_nda-11,2,2
145_nda-18,2,2
271_nda-7,0,0
278_nda-15,2,1
121_nda-7,1,1
323_nda-19,1,0
467_nda-16,1,1
324_nda-16,1,1
130_nda-17,1,1
566_nda-7,1,1
221_nda-13,1,2
204_nda-2,0,0
249_nda-17,2,2
244_nda-17,2,2
110_nda-2,0,0
624_nda-10,1,1
556_nda-11,2,1
541_nda-17,2,2
237_nda-11,2,2
548_nda-8,2,2
379_nda-11,2,2
297_nda-19,1,1
202_nda-16,1,1
362_nda-2,0,0
594_nda-8,1,1
621_nda-12,1,1
235_nda-4,1,1
346_nda-2,0,0
164_nda-19,1,1
224_nda-10,2,2
231_nda-2,0,0
391_nda-8,2,2
623_nda-18,2,1
216_nda-2,0,1
96_nda-18,2,2
141_nda-11,2,2
161_nda-1,1,1
566_nda-17,2,1
130_nda-3,1,0
331_nda-16,1,1
174_nda-7,0,2
536_nda-18,1,1
380_nda-8,2,2
318_nda-2,0,0
239_nda-11,2,2
562_nda-10,1,1
520_nda-2,0,0
102_nda-20,0,2
462_nda-19,1,2
343_nda-2,0,0
240_nda-12,2,2
100_nda-13,2,2
368_nda-18,2,2
153_nda-8,1,1
567_nda-5,1,1
415_nda-16,1,1
101_nda-5,1,1
469_nda-17,2,0
614_nda-17,2,2
424_nda-10,2,2
372_nda-16,1,1
425_nda-11,2,2
268_nda-10,1,1
286_nda-16,1,1
178_nda-8,2,2
448_nda-20,0,0
348_nda-2,0,0
589_nda-12,1,1
143_nda-18,2,2
164_nda-1,1,1
512_nda-7,0,2
489_nda-7,0,0
376_nda-12,1,1
472_nda-10,2,2
95_nda-13,1,1
494_nda-18,2,1
569_nda-15,1,1
155_nda-17,2,1
318_nda-19,1,1
201_nda-11,2,2
328_nda-20,0,0
536_nda-2,0,0
245_nda-8,1,1
459_nda-3,1,2
295_nda-3,2,2
594_nda-19,1,1
319_nda-12,1,1
468_nda-11,2,2
445_nda-19,2,2
513_nda-17,2,2
377_nda-20,0,2
199_nda-15,1,1
288_nda-15,1,1
177_nda-4,1,1
236_nda-7,1,1
505_nda-4,1,1
269_nda-19,1,1
415_nda-7,1,1
261_nda-2,0,0
314_nda-20,0,2
407_nda-17,2,2
169_nda-13,1,1
529_nda-1,2,2
164_nda-16,1,1
233_nda-11,2,2
484_nda-3,2,2
300_nda-8,1,1
271_nda-19,1,2
618_nda-17,2,2
308_nda-15,1,1
110_nda-1,2,2
322_nda-20,2,2
247_nda-20,0,0
130_nda-1,1,0
176_nda-16,2,2
474_nda-2,0,2
118_nda-19,2,2
179_nda-17,2,0
467_nda-1,0,1
416_nda-2,0,0
279_nda-16,2,2
104_nda-1,2,2
541_nda-4,1,1
333_nda-18,2,2
236_nda-16,1,1
170_nda-5,1,1
285_nda-13,2,2
393_nda-2,0,0
267_nda-13,1,1
620_nda-7,1,1
196_nda-8,1,1
464_nda-3,1,2
409_nda-19,1,2
363_nda-20,0,0
324_nda-3,1,2
111_nda-3,1,1
124_nda-13,1,1
167_nda-4,1,1
562_nda-12,1,1
604_nda-5,1,1
96_nda-8,1,2
418_nda-10,2,2
245_nda-1,2,2
253_nda-5,2,2
236_nda-12,1,1
578_nda-8,1,1
394_nda-1,2,2
159_nda-18,2,2
231_nda-5,1,1
148_nda-17,2,2
485_nda-12,1,1
356_nda-3,1,1
581_nda-18,2,2
553_nda-19,1,1
450_nda-4,1,1
159_nda-12,1,1
458_nda-11,2,2
189_nda-15,1,1
309_nda-13,1,1
561_nda-17,2,2
415_nda-17,2,2
369_nda-5,1,1
119_nda-4,1,1
244_nda-5,1,1
214_nda-3,2,2
123_nda-11,2,2
513_nda-8,1,1
168_nda-4,1,1
459_nda-16,1,1
136_nda-10,1,1
356_nda-15,1,1
159_nda-13,1,1
123_nda-3,2,2
125_nda-5,1,1
576_nda-1,2,2
285_nda-20,2,2
371_nda-8,1,1
273_nda-8,1,1
613_nda-4,1,1
554_nda-18,2,2
374_nda-19,2,2
612_nda-5,2,0
614_nda-4,1,1
394_nda-18,2,1
450_nda-7,0,0
162_nda-2,0,0
145_nda-4,1,1
369_nda-17,1,2
203_nda-18,2,2
573_nda-7,0,0
384_nda-7,1,1
253_nda-11,2,2
346_nda-10,1,1
112_nda-2,0,0
89_nda-8,1,2
609_nda-8,2,2
137_nda-4,1,1
235_nda-12,2,2
614_nda-3,1,1
207_nda-12,1,1
437_nda-5,1,1
382_nda-10,2,2
146_nda-7,0,1
541_nda-11,2,1
244_nda-2,0,0
174_nda-4,1,1
200_nda-8,2,2
378_nda-12,1,1
438_nda-8,1,1
463_nda-13,1,1
359_nda-17,2,0
469_nda-18,2,2
151_nda-3,1,1
201_nda-20,2,2
333_nda-2,0,2
98_nda-18,2,2
597_nda-8,2,2
348_nda-8,1,2
160_nda-4,1,2
323_nda-16,1,2
243_nda-7,1,1
148_nda-12,1,1
559_nda-4,2,1
281_nda-1,0,0
184_nda-17,2,2
570_nda-11,2,2
246_nda-12,2,2
166_nda-10,1,1
342_nda-4,1,1
500_nda-10,2,2
297_nda-3,1,1
324_nda-2,0,2
570_nda-17,2,2
587_nda-2,0,0
122_nda-12,1,1
206_nda-13,1,2
399_nda-10,1,1
364_nda-11,2,2
267_nda-18,2,2
191_nda-1,1,2
399_nda-13,1,1
95_nda-7,1,1
316_nda-3,1,1
557_nda-15,1,1
308_nda-20,1,2
247_nda-19,1,1
457_nda-10,2,2
560_nda-1,2,0
492_nda-8,1,1
603_nda-16,1,1
618_nda-19,1,1
393_nda-4,1,1
233_nda-12,2,2
518_nda-15,1,1
382_nda-17,2,2
341_nda-11,2,2
155_nda-19,1,1
418_nda-5,1,1
474_nda-5,1,1
475_nda-7,0,1
299_nda-7,0,0
535_nda-4,1,1
484_nda-16,2,2
92_nda-12,1,1
623_nda-5,1,0
94_nda-3,1,2
259_nda-19,2,2
271_nda-20,0,0
170_nda-8,1,1
235_nda-13,1,2
286_nda-5,1,1
448_nda-15,1,1
155_nda-16,1,1
396_nda-8,1,2
151_nda-13,1,1
217_nda-2,0,1
441_nda-20,1,0
515_nda-13,2,2
377_nda-16,1,1
313_nda-16,2,1
530_nda-10,1,2
151_nda-19,1,1
144_nda-11,2,1
427_nda-18,1,1
123_nda-5,1,1
615_nda-10,1,1
252_nda-4,1,1
578_nda-15,1,1
457_nda-11,2,2
115_nda-8,1,1
509_nda-8,1,1
448_nda-17,2,1
144_nda-17,0,0
618_nda-16,1,1
536_nda-10,1,1
156_nda-13,2,2
300_nda-16,1,1
594_nda-15,1,2
291_nda-4,1,1
234_nda-19,2,2
434_nda-12,2,2
344_nda-8,1,1
281_nda-16,1,2
485_nda-13,1,1
469_nda-2,0,0
570_nda-4,1,1
538_nda-19,1,1
434_nda-19,2,2
340_nda-12,1,1
188_nda-19,1,2
426_nda-19,1,2
352_nda-8,1,1
91_nda-12,1,1
568_nda-11,2,2
267_nda-17,2,2
399_nda-19,1,2
621_nda-8,1,1
494_nda-5,1,1
237_nda-12,1,1
374_nda-10,2,1
243_nda-3,1,1
551_nda-19,1,1
169_nda-15,1,1
468_nda-12,1,1
233_nda-4,1,1
143_nda-12,2,2
326_nda-15,1,1
453_nda-12,1,2
414_nda-8,1,1
262_nda-7,2,2
102_nda-11,2,2
209_nda-17,1,1
87_nda-5,1,1
132_nda-3,1,1
136_nda-13,1,1
371_nda-19,1,1
234_nda-20,2,2
288_nda-13,1,1
295_nda-11,2,1
155_nda-1,2,2
380_nda-2,0,0
458_nda-17,2,1
441_nda-5,1,1
437_nda-8,2,2
570_nda-15,1,1
150_nda-10,2,2
554_nda-12,1,2
273_nda-10,1,1
473_nda-8,1,1
254_nda-11,2,1
250_nda-20,1,1
304_nda-18,2,2
214_nda-13,2,1
316_nda-5,1,1
574_nda-20,0,1
164_nda-20,1,1
527_nda-3,1,2
315_nda-19,1,1
233_nda-17,2,2
145_nda-12,1,1
271_nda-18,2,2
373_nda-7,0,1
612_nda-4,2,2
371_nda-20,0,1
182_nda-17,2,2
442_nda-18,2,2
393_nda-20,0,2
345_nda-12,1,1
217_nda-19,1,1
396_nda-20,0,2
100_nda-3,2,2
143_nda-17,2,0
163_nda-17,2,2
391_nda-4,1,2
504_nda-15,1,2
257_nda-15,1,1
200_nda-11,2,2
109_nda-12,1,1
475_nda-13,1,2
258_nda-15,1,1
89_nda-5,1,1
472_nda-11,2,2
203_nda-20,2,1
410_nda-3,1,1
419_nda-19,1,1
615_nda-13,1,1
505_nda-5,2,0
490_nda-19,1,1
462_nda-11,2,2
155_nda-2,0,0
286_nda-18,2,2
399_nda-15,1,2
350_nda-20,0,1
113_nda-3,1,1
311_nda-2,0,0
203_nda-10,2,2
407_nda-5,1,1
249_nda-5,1,1
463_nda-10,1,2
135_nda-8,1,1
369_nda-8,1,1
340_nda-20,0,2
247_nda-4,1,2
132_nda-7,1,1
402_nda-1,2,1
375_nda-18,2,2
604_nda-15,1,1
372_nda-17,2,2
568_nda-19,1,1
388_nda-4,1,1
168_nda-2,0,0
155_nda-13,1,1
410_nda-12,1,1
200_nda-12,2,2
545_nda-17,2,2
263_nda-13,1,1
346_nda-13,1,1
280_nda-13,1,1
263_nda-8,1,1
345_nda-11,2,1
252_nda-15,1,1
239_nda-18,2,2
233_nda-1,2,2
128_nda-16,1,2
466_nda-18,2,2
573_nda-8,2,2
173_nda-4,1,1
237_nda-15,1,1
327_nda-8,1,1
151_nda-10,2,2
258_nda-8,1,1
342_nda-15,1,1
221_nda-8,1,1
477_nda-18,2,2
466_nda-11,2,1
516_nda-15,1,2
276_nda-1,1,1
180_nda-2,0,2
371_nda-18,2,2
492_nda-3,2,2
103_nda-2,0,2
475_nda-19,1,1
390_nda-19,1,1
292_nda-5,1,1
338_nda-11,2,2
315_nda-7,1,1
114_nda-18,2,2
425_nda-8,2,2
208_nda-5,2,1
371_nda-2,0,0
198_nda-7,1,0
308_nda-12,1,1
223_nda-19,1,1
290_nda-11,2,2
484_nda-11,2,2
463_nda-11,2,2
125_nda-16,2,1
579_nda-1,2,2
619_nda-4,1,1
531_nda-13,1,1
495_nda-15,1,1
371_nda-15,1,1
312_nda-13,2,1
328_nda-2,0,2
341_nda-13,1,1
116_nda-10,2,2
370_nda-1,2,2
363_nda-5,1,1
568_nda-13,2,2
126_nda-4,1,1
191_nda-5,1,1
462_nda-13,1,2
172_nda-8,1,1
414_nda-13,1,1
156_nda-7,1,1
622_nda-18,1,1
328_nda-11,2,2
390_nda-1,2,1
327_nda-18,2,2
93_nda-1,2,2
403_nda-12,1,1
358_nda-10,2,2
466_nda-4,1,1
615_nda-5,1,1
103_nda-12,2,2
358_nda-12,1,1
299_nda-20,0,1
102_nda-12,1,1
340_nda-19,1,1
431_nda-20,0,1
34_nda-20,0,2
264_nda-10,2,1
504_nda-4,1,1
330_nda-12,2,2
335_nda-4,1,2
561_nda-3,2,2
294_nda-15,1,1
88_nda-10,2,1
246_nda-5,1,1
509_nda-16,2,2
104_nda-10,2,2
316_nda-4,1,1
347_nda-1,2,0
303_nda-18,2,1
136_nda-1,2,0
130_nda-18,2,2
520_nda-18,2,2
604_nda-3,1,1
193_nda-8,1,1
574_nda-18,1,1
535_nda-11,2,2
461_nda-7,1,1
166_nda-11,2,2
501_nda-2,0,0
475_nda-10,2,2
513_nda-3,1,2
263_nda-7,1,1
238_nda-7,1,1
136_nda-11,2,2
612_nda-18,2,2
367_nda-1,0,0
141_nda-13,1,1
449_nda-16,2,2
499_nda-10,2,2
545_nda-15,2,2
147_nda-16,1,1
470_nda-16,2,2
92_nda-4,1,1
467_nda-13,1,1
94_nda-10,2,1
270_nda-20,0,2
616_nda-5,1,1
177_nda-2,0,0
271_nda-16,1,1
359_nda-1,0,0
238_nda-19,1,1
450_nda-17,2,0
344_nda-12,1,1
322_nda-12,2,2
453_nda-10,1,1
353_nda-4,1,1
211_nda-15,1,1
466_nda-15,1,1
156_nda-17,2,0
269_nda-8,1,1
128_nda-19,1,1
583_nda-17,2,2
98_nda-2,0,1
180_nda-12,1,1
169_nda-10,1,1
300_nda-2,0,0
154_nda-8,1,1
458_nda-16,2,1
594_nda-16,1,1
587_nda-20,0,0
120_nda-12,1,1
538_nda-18,1,1
418_nda-2,0,0
316_nda-13,1,1
340_nda-2,0,0
118_nda-8,2,2
343_nda-8,1,1
277_nda-10,2,2
223_nda-17,1,2
430_nda-13,2,2
622_nda-7,1,1
144_nda-20,0,0
300_nda-7,1,1
206_nda-15,1,1
386_nda-17,2,2
143_nda-1,0,0
118_nda-20,0,2
503_nda-20,1,1
325_nda-5,1,1
531_nda-2,0,0
383_nda-20,0,2
374_nda-17,2,2
424_nda-12,2,2
236_nda-3,1,1
403_nda-2,0,0
318_nda-1,1,1
184_nda-1,2,1
109_nda-8,1,1
402_nda-11,2,2
189_nda-19,1,1
121_nda-15,1,1
87_nda-4,1,1
275_nda-4,1,2
438_nda-10,1,1
202_nda-4,1,1
187_nda-10,2,2
265_nda-16,2,2
495_nda-5,1,1
263_nda-20,0,0
302_nda-3,2,1
334_nda-2,0,0
223_nda-10,2,1
245_nda-18,2,2
113_nda-1,0,1
439_nda-4,1,1
259_nda-1,2,2
550_nda-5,1,1
396_nda-5,1,1
331_nda-5,1,1
481_nda-17,2,1
379_nda-12,1,1
159_nda-2,0,0
315_nda-4,1,1
464_nda-20,0,0
257_nda-20,0,2
436_nda-15,1,2
559_nda-19,2,2
163_nda-11,2,2
470_nda-19,1,2
375_nda-12,2,2
399_nda-5,1,1
403_nda-7,2,2
347_nda-20,0,0
623_nda-13,1,1
122_nda-7,1,0
328_nda-15,1,1
331_nda-3,1,1
501_nda-15,1,1
173_nda-3,1,1
231_nda-8,1,2
353_nda-15,1,2
111_nda-11,2,1
402_nda-19,1,1
352_nda-2,0,0
492_nda-19,2,2
382_nda-3,2,2
569_nda-18,2,2
576_nda-13,1,1
306_nda-3,1,1
426_nda-10,1,1
197_nda-8,1,1
200_nda-10,2,2
216_nda-20,1,1
235_nda-16,2,2
199_nda-5,1,1
345_nda-16,1,1
359_nda-4,1,1
141_nda-15,1,2
313_nda-15,2,1
425_nda-1,2,2
335_nda-17,2,2
251_nda-5,1,2
287_nda-18,2,2
147_nda-10,1,1
180_nda-17,2,1
86_nda-7,0,0
229_nda-1,2,2
462_nda-8,1,2
459_nda-1,2,2
423_nda-5,1,1
209_nda-4,1,1
560_nda-17,2,2
226_nda-4,1,2
123_nda-17,2,0
188_nda-7,0,0
121_nda-1,0,0
472_nda-19,1,2
418_nda-15,1,1
171_nda-16,1,2
391_nda-10,2,2
162_nda-11,2,1
348_nda-20,0,0
330_nda-8,2,2
317_nda-18,2,2
530_nda-4,1,1
469_nda-19,1,1
334_nda-18,1,1
91_nda-20,0,2
495_nda-19,1,1
349_nda-1,0,0
100_nda-5,1,1
342_nda-16,1,1
495_nda-2,0,2
277_nda-18,2,2
283_nda-1,2,0
390_nda-12,2,2
463_nda-2,0,0
373_nda-5,1,1
371_nda-12,1,1
332_nda-13,1,2
378_nda-11,2,2
145_nda-1,2,2
442_nda-12,1,1
525_nda-19,1,1
270_nda-19,1,2
458_nda-8,2,2
168_nda-20,0,2
219_nda-15,1,1
174_nda-3,1,1
126_nda-5,1,1
183_nda-1,0,0
163_nda-10,1,2
443_nda-16,2,2
519_nda-15,1,1
457_nda-2,0,0
193_nda-10,1,2
419_nda-10,2,2
604_nda-10,1,1
458_nda-20,0,0
621_nda-18,1,2
333_nda-20,0,0
104_nda-7,1,1
500_nda-12,2,2
114_nda-10,2,2
343_nda-13,1,1
161_nda-3,1,1
98_nda-4,1,1
132_nda-15,1,1
417_nda-12,2,2
104_nda-16,2,2
464_nda-13,1,1
